country,description,name,price,province,region,variety,winery
Argentina,"Eight years down the line and this Malbec shows the flaws caused by a harvest marred by freezes. This smells like a mix of green bean and jammy boysenberry. The palate feels saturated but soupy, with outsize acidity. Green-herb flavors mix with baked plum and blueberry, while the finish feels sticky, tannic and heavy.",Don Antonio Grand Reserva,35,Mendoza Province,Mendoza,Malbec,Antonio Gonzalez
US,"Reduced on the nose, this wine has a nuttiness and a petrol-like quality that colors its otherwise thin dried plum flavor. Low in oak, it will pair well with traditional Italian fare.",Estate St. Helena Vineyard,32,California,St. Helena,Sangiovese,Benessere
US,"This widely available white is unfussy and medium bodied, with toasted oak and baked apple flavors, brightened by a squeeze of lemon.",Estate,18,California,Alexander Valley,Chardonnay,Alexander Valley Vineyards
France,"This range of wines comes from different regions of the southwest. The white comes from Gascony and is typical local blend. It is crisp and fruity with a soft texture from the ripe Colombard. There is a light dancing character to this lively, fruity wine. Drink now.",Gouleyant,11,Southwest France,CÌ«tes de Gascogne,Colombard-Sauvignon Blanc,Georges Vigouroux
France,"This is one of several wines from this producer that are created to give lie to the tannic Malbec. This is soft, ripe and full of the young fruitiness that demands to be drunk now.",Les Comtes de Cahors,12,Southwest France,Cahors,Malbec,Georges Vigouroux
US,"This wine starts out a bit reduced, along with aromas of melon and red apple. It drinks a hair off dry, with a blend of stone-fruit and tropical flavors.",Tudor Hills Vineyard,18,Washington,Yakima Valley,Sauvignon Blanc,Martinez & Martinez
US,"Blended with less than a handful of Petite Sirah, this wine is thick and ultraripe, showing dense chocolate and plum sauce flavors, accented with soy.",Sullivan Reserve,52,California,Dry Creek Valley,Zinfandel,Mazzocco
US,"Aromas of vanilla and wood spice lead to elegant, somewhat dried out and dilute fruit flavors, followed by a short finish.",Weldon's Wine,27,Washington,Red Mountain,Cabernet Sauvignon,Schooler Nolan
Spain,"Pine notes and an aroma akin to floor polish make for an iffy start. This carries a slight chemical flavor as it moves along, while honey and brown-sugar notes sweeten things up. A chunky, obtuse finish feels sticky due to mild acidity.",Vendimia Tardia Single Vineyard,30,Northern Spain,Navarra,Moscatel,Ochoa
US,Hints of nut and spice on the nose lift flatter tones of pressed apple and pear in the palate of this medium-bodied white. Soft lemonade acidity brightens the finish.,Tracie's Barrel Fermented,15,New York,Cayuga Lake,Chardonnay,Treleaven
France,"Round and pillowy in feel, this is a simple wine, offering modest melon and pineapple fruit. Drink it over the next few months.",Nobles Rives,13,RhÌ«ne Valley,Collines RhÌ«daniennes,Marsanne,Cave de Tain
US,"A highly unusual blend of Burdin, a rare French hybrid, and Chambourcin grapes, this red wine offers delicate maraschino-cherry and berry flavors. It's a slightly fragile wine but whiffs of tobacco and garden soil lend complexity. The finish lingers on tart red fruit flavors and a hint of tannin.",River's Edge Casscles Vineyards,25,New York,New York,Red Blend,Hudson-Chatham
France,"The 12 months of wood aging has left its mark on this wine, giving it a spicy burnt character. That makes it tough and unlikely to broaden out. It will likely remain dry and firm.",Diamant Rouge,17,Southwest France,Cahors,Malbec,ChÌ¢teau ArmandiÌ¬re
Italy,"A blend of Chardonnay, Garganega and Sauvignon, this has aromas of peach and golden apple. The simple palate offers pineapple and banana alongside bright acidity. Enjoy soon.",Bianco,10,Veneto,Veronese,White Blend,Amatore
US,"Blended with 10% Cabernet Franc and 5% Cabernet Sauvignon, this offers notes of herbs, ground cranberries and woodspice. Flavors are jammy with an astringent squeeze to the tannins.",Les Collines Vineyard,32,Washington,Walla Walla Valley (WA),Merlot,Burnt Bridge
Italy,"Aromas of underbrush, menthol and a whiff of cellar floor carry over to the palate, along with dried cherry and licorice. Astringent tannins provide support.",Gualto Riserva,55,Tuscany,Brunello di Montalcino,Sangiovese,Camigliano
US,"This offers appealing notes of cranberry, cherry and orange peel along with a kiss of vanilla. It's tart and fresh in style with puckering fruit flavors‰ÛÓperfect for the dinner table.",Blue Franc,13,Washington,Washington,BlaufrÌ?nkisch,Shooting Star
Italy,"Aromas of dark berry, clove, bell pepper and cedar take shape in the glass. The tightly wound palate delivers dried black cherry, espresso, oak and a green note of dried sage alongside astringent tannins. While the tannins need time, the fruit is already starting to dry up.",Noi 4,42,Tuscany,Bolgheri,Red Blend,Tenuta Sette Cieli
US,"Barrel tones of coconut and woodspice take the lead in front of cranberry and blackberry, with the fruit seeming a bit dried out. It's reserved in style but still fully flavored with sour cherries accented by licorice.",Brothers Reserve Cabernet Sauvignon Copeland Vineyard,74,Washington,Yakima Valley,Cabernet Sauvignon,Two Mountain
Spain,"Briary plum and cherry cough-drop aromas give way to a crisp, fairly full palate with chewy tannins. Plum and peppery spice flavors are kept simple, while this finishes with some dark-berry character and a touch of bitterness.",CuvÌ©e,15,Levante,Jumilla,Monastrell,Finca Hispana
US,"This wine offers dark coffee, green olive, savory notes and barrel spices. The flavors are lighter in style but with good concentration backed by firm, lipsmacking tannins.",Lawrence Vineyards,35,Washington,Columbia Valley (WA),Cabernet Sauvignon,GÌ´rd
Argentina,"This friendly wine offers fresh, jammy berry and cherry aromas. The palate has a bit of grit and stickiness to it, while blackberry, black cherry and boysenberry flavors are ripe, sweet, not pushy and ultimately satisfying.",Trumpeter,11,Mendoza Province,Mendoza,Malbec,Rutini
Argentina,"Jammy, soft blueberry aromas are a touch green. This is syrupy, heavy and sticky on the palate, with chocolate, prune and peppery flavors. Tannic and heavy on the finish, this is an overweight Malbec that's lush to the point of being fat.",Premium,38,Mendoza Province,Mendoza,Malbec,Sur de los Andes
Argentina,"Floral berry, earth and tea aromas are friendly. This Pinot is fresh and perky in feel, with red-fruit and tomato-like acidity pushing flavors of dry cherry, mixed spices, herbs and tomato. This finishes spunky, with crisp acidity and peppery overtones.",Broquel,18,Mendoza Province,Mendoza,Pinot Noir,Trapiche
Spain,"Neutral on the nose except for a whiff of apple, this is a wine to drink now. A round, pulpy palate is balanced by citric acidity, while waxy flavors of baked apple and peach finish briny and round, with a hint of green banana.",Joven,10,Catalonia,Terra Alta,Garnacha Blanca,Finca Hispana
Italy,"A blend of 50% Cabernet Sauvignon, 30% Merlot, 15% Cabernet Franc and 5% Petit Verdot, this conveys aromas of vanilla, oak, red currant and cedar. The hearty palate displays mature plum, dried cherry, espresso and bell pepper alongside drying tannins. It finishes with the heat of alcohol.",Sorugo,40,Tuscany,Bolgheri Superiore,Red Blend,Aia Vecchia
US,"Big in flavor and ripeness, this full-bodied wine tastes concentrated and feels lush, almost soft. It smells like boysenberry jam, tastes like dried cherries and dried plums and has a streak of raspberry that lifts it a bit.",Organically Grown Grapes,21,California,Sierra Foothills,Zinfandel,Chacewater
US,"Crushed rocks and smoke mingle with savory dried herb and bramble in this lean, dry wine. Lemon-lime acidity reverberates against a core of fresh pear flavor. The finish is tight and brisk.",Sawmill Creek Vineyards,18,New York,Finger Lakes,Sauvignon Blanc,Billsboro
Spain,"Potent black-plum and black-cherry aromas come with a ton of grainy, spicy oak. This is both fresh and bright as well as dark, brawny and roasted in character. Flavors of ripe blackberry and cherry share the stage with toasty, charred oak and spice flavors in front of an aggressive but tasty finish.",Veraton,34,Northern Spain,Campo de Borja,Garnacha,Alto Moncayo
Italy,"This savory blend of Sangiovese, Merlot, Alicante and a dollop of Petit Verdot and Colorino delivers core flavors of crushed plum and ripe blackberry, accented with notes of white pepper, clove and dried herbs. It's easy drinking and balanced, with fine-grained tannins.",Goghi,32,Tuscany,Toscana,Red Blend,Amantis
US,"This is unusual for a reserve, in that it's lower in alcohol than the regular bottling, and more cases were produced. The light fruits and herbs‰ÛÓgreen apple and lemon verbena in particular‰ÛÓare highlighted with tarragon and citrus peel. The complexity compensates for the just-on-the-edge ripeness, and time in 20% new oak adds a buttery note to the finish.",Nicholas Estate Reserve,33,Oregon,Chehalem Mountains,Chardonnay,Anam Cara
France,"Produced from a selection of small parcels, this perfumed wood-aged wine is big and concentrated while also keeping style and balance. It is dark, firm in the center with tannins that are surrounded by juicy acidity and black currant fruits. Keep for a few more months and drink from 2016.",Confidential,22,Southwest France,CÌ«tes du Marmandais,Red Blend,Cave du Marmandais
France,"This is a ripe, perfumed wine with smooth, generous texture and broad black fruits. An earthy, leathery edge gives extra character, and the suggestion of maturity comes from the wood aging and the ripe berry fruits. Drink now.",CuvÌ©e Prestige,26,Southwest France,Cahors,Malbec,ChÌ¢teau de CÌ©nac
US,"This Rogue Valley Pinot is markedly different from more familiar Willamette Valley styles. Though not at all fleshy, it has pretty, sculpted strawberry and raspberry fruit, lightly candied and fully ripened. A wash of butterscotch wraps around the pleasing finish.",25th Anniversary,22,Oregon,Rogue Valley,Pinot Noir,Deer Creek
France,"Made from the oldest vines on the estate, this ripe and fruity wine is ready to drink. Its tannins are already integrated, leaving a smooth-textured wine that is accompanied by spice and red plum fruit flavors.",O Grand R,13,Southwest France,Fronton,Red Blend,Domaine Roumagnac
Spain,"On the nose, this is challenging: gaseous, oaky aromas of wet cement also contain notes of bitter lettuce, baking spices and general grit. Raw, tannic and abrasive on the palate, this unfolds to offer herbal flavors of berry and plum. Tannic, scratchy, rugged and mildly green on the finish.",Barranc dels Closos,25,Catalonia,Priorat,Red Blend,Mas Igneus
US,"This is a light-tasting, dry wine with white pepper and fennel aromas, crisp green apple and lemon flavors, and a savory, earthy nuance that adds complexity. Medium bodied and mouth-filling, this interesting wine steps outside the flavor box.",Charles Vineyard,20,California,Anderson Valley,Sauvignon Blanc,Foursight
US,"This blend of half Merlot, half Cabernet Sauvignon is rustically earthy and soft, betraying the plush, plummy Merlot. Tight on the finish and medium in weight, it has a black peppery finish that appeals and suggests pairing with well-seasoned meats.",Mernet Reserve 35th Anniversary,96,California,Spring Mountain District,Merlot-Cabernet Sauvignon,Keenan
